id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,closest_station,stop_id,station,line__001,line__002,ll__001,ll__002,closest_station_distance,closest_station_1km,closest_station_2km,closest_station_3km,closest_station_4km,closest_station_5km,closest_station_10km,x,y
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36524120736776,-71.02936148859783,Entire home/apt,125,30,14,2018-07-02,0.33,1,144,Maverick Station,157,Maverick Station,blue,,42.369189,-71.039627,0.9507715072559342,Maverick Station,Maverick Station,Maverick Station,Maverick Station,Maverick Station,Maverick Station,1487.0,530.0
5506,**$79 Special **   Private! Minutes to center!,8229,Terry,,Roxbury,42.329808504236226,-71.09559469348262,Entire home/apt,145,3,80,2018-11-18,0.67,6,358,Roxbury Crossing Station,145,Roxbury Crossing Station,orange,,42.331428,-71.095613,0.18008597949491734,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,850.0,1210.0
6695,$99 Special!! Home Away! Condo,8229,Terry,,Roxbury,42.329940605699676,-71.093505106791,Entire home/apt,169,3,85,2018-11-25,0.74,6,251,Roxbury Crossing Station,145,Roxbury Crossing Station,orange,,42.331428,-71.095613,0.23953799268908704,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,850.0,1210.0
6976,Mexican Folk Art Haven in Boston Residential Area,16701,Phil,,Roslindale,42.29243788665679,-71.13576525374667,Private room,65,3,75,2018-10-23,0.65,1,60,Forest Hills Station,149,Forest Hills Station,orange,,42.300647,-71.11586899999998,1.8737934798585179,,Forest Hills Station,Forest Hills Station,Forest Hills Station,Forest Hills Station,Forest Hills Station,579.0,1483.0
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,Downtown,42.35918691518732,-71.06265110707376,Entire home/apt,99,30,22,2018-12-20,0.41,10,237,Bowdoin Station,161,Bowdoin Station,blue,,42.36142,-71.062115,0.2521845180181797,Bowdoin Station,Bowdoin Station,Bowdoin Station,Bowdoin Station,Bowdoin Station,Bowdoin Station,1168.0,595.0
8792,Large 1 Bed facing State House,26988,Anne,,Downtown,42.35849698264322,-71.06201144020238,Entire home/apt,154,30,24,2018-08-15,0.21,10,305,Park Street Station,108,Park Street Station,red,green,42.356487,-71.062563,0.2280485765943517,Park Street Station,Park Street Station,Park Street Station,Park Street Station,Park Street Station,Park Street Station,1165.0,720.0
9765,[1294] Grand Studio - South End,25188,Seamless,,South End,42.34259444459376,-71.07942070179357,Entire home/apt,229,2,9,2015-10-24,0.1,62,364,Prudential Station,217,Prudential Station,green,,42.345685,-71.081749,0.3933368632988158,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,830.0,870.0
9824,[1273] Fab Studio- close to Newbury,25188,Seamless,,Back Bay,42.34949627476548,-71.08595384961086,Entire home/apt,209,2,23,2018-10-25,0.25,62,360,Hynes Convention Center,171,Hynes Convention Center,green,,42.347939,-71.087939,0.2379054700630868,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,797.0,812.0
9827,[1168-1C] Luxury 1 BR High-Rise in Beacon Hill,25188,Seamless,,Downtown,42.3521485847148,-71.06330132541606,Entire home/apt,389,3,8,2014-06-02,0.08,62,365,Chinatown Station,140,Chinatown Station,orange,,42.352501,-71.06260999999998,0.06901397866407122,Chinatown Station,Chinatown Station,Chinatown Station,Chinatown Station,Chinatown Station,Chinatown Station,1135.0,926.0
9855,[1330-1D] Lux 1BR  w/ Den - Fenway,25188,Seamless,,Fenway,42.34337078514997,-71.09870840549256,Entire home/apt,259,4,3,2010-11-04,0.03,62,89,Fenway Station,204,Fenway Station,green,,42.345463,-71.104259,0.5120744148618929,Fenway Station,Fenway Station,Fenway Station,Fenway Station,Fenway Station,Fenway Station,625.0,856.0
9857,"[1280] Well-Appointed,  2 BR Suite in Back Bay",25188,Seamless,,Back Bay,42.354289575252146,-71.0727722486024,Entire home/apt,342,2,25,2018-10-19,0.28,62,361,Arlington Station,169,Arlington Station,green,,42.351983,-71.070923,0.2981165779005828,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,975.0,812.0
9858,[1356-2] 2BR Exec Penthouse Suite,25188,Seamless,,Back Bay,42.344471434571375,-71.08178606219539,Entire home/apt,489,2,1,2015-06-09,0.02,62,364,Prudential Station,217,Prudential Station,green,,42.345685,-71.081749,0.13497666162553024,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,830.0,870.0
9859,[1274] 1BR Half Block from Newbury,25188,Seamless,,Back Bay,42.35025967200265,-71.08471827768018,Entire home/apt,179,2,3,2018-12-09,0.03,62,149,Hynes Convention Center,171,Hynes Convention Center,green,,42.347939,-71.087939,0.3696506219358655,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,797.0,812.0
9860,[1277] 1BR on Beacon St - Back Bay,25188,Seamless,,Back Bay,42.35411529429635,-71.07441444576361,Entire home/apt,259,2,22,2016-04-10,0.2,62,356,Arlington Station,169,Arlington Station,green,,42.351983,-71.070923,0.3721981187497433,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,975.0,812.0
9870,[1293-1] - 1 Bedroom in South End,25188,Seamless,,South End,42.34422661526431,-71.0778781826634,Entire home/apt,279,2,8,2018-10-14,0.1,62,364,Prudential Station,217,Prudential Station,green,,42.345685,-71.081749,0.35706933730539003,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,830.0,870.0
10730,Bright 1bed facing Golden Dome,26988,Anne,,Downtown,42.35840348816456,-71.06185033441072,Entire home/apt,150,30,27,2017-10-25,0.24,10,250,Park Street Station,108,Park Street Station,red,green,42.356487,-71.062563,0.2210029711597528,Park Street Station,Park Street Station,Park Street Station,Park Street Station,Park Street Station,Park Street Station,1165.0,720.0
10811,Back Bay Studio on Marlborough St-,38997,Michelle,,Back Bay,42.34972969320107,-71.0879236417328,Entire home/apt,179,1,7,2018-09-30,0.19,9,358,Hynes Convention Center,171,Hynes Convention Center,green,,42.347939,-71.087939,0.19911999254315302,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,797.0,812.0
10813,Back Bay Apt Studio-,38997,Michelle,,Back Bay,42.34961258120306,-71.08903821762654,Entire home/apt,179,3,1,2016-05-23,0.03,9,233,Hynes Convention Center,171,Hynes Convention Center,green,,42.347939,-71.087939,0.20685972275619666,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,797.0,812.0
10986,Waterfront Furnished Apt,38997,Michelle,,North End,42.36351987255669,-71.05075391788681,Entire home/apt,115,30,2,2016-05-23,0.06,9,364,Aquarium,158,Aquarium,blue,,42.359803,-71.051815,0.4223923514961691,Aquarium,Aquarium,Aquarium,Aquarium,Aquarium,Aquarium,1376.0,638.0
13589,"[1426-1] Renovated 3 BR, Bi-Level-Back Bay",25188,Seamless,,Back Bay,42.355263199285815,-71.07279310137646,Entire home/apt,389,3,63,2018-12-21,0.59,62,85,Arlington Station,169,Arlington Station,green,,42.351983,-71.070923,0.3957922367543557,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,975.0,812.0
13592,"[1279] 2 BR/1.5 BA, Bi-Level Suite",25188,Seamless,,Back Bay,42.35376288379316,-71.07423910713261,Entire home/apt,359,2,20,2017-09-28,0.2,62,0,Arlington Station,169,Arlington Station,green,,42.351983,-71.070923,0.33678665925155504,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,975.0,812.0
18711,The Dorset | 3BR 1BA | 1st Floor,71783,Lance,,Dorchester,42.323285711989264,-71.06210286717581,Entire home/apt,126,3,43,2018-11-05,0.41,23,249,Andrew Station,112,Andrew Station,red,,42.330159,-71.057456,0.8544286947579521,Andrew Station,Andrew Station,Andrew Station,Andrew Station,Andrew Station,Andrew Station,1398.0,1130.0
21891,[1168-2NH]Lux 2BR - Downtown Boston,25188,Seamless,,Downtown,42.35217936276897,-71.06316023638313,Entire home/apt,289,30,21,2015-06-18,0.22,62,83,Chinatown Station,140,Chinatown Station,orange,,42.352501,-71.06260999999998,0.0576501973978679,Chinatown Station,Chinatown Station,Chinatown Station,Chinatown Station,Chinatown Station,Chinatown Station,1135.0,926.0
22208,[1358] Small Studio in South End,25188,Seamless,,South End,42.343209881894154,-71.07776036316244,Entire home/apt,225,3,4,2015-07-29,0.04,62,363,Prudential Station,217,Prudential Station,green,,42.345685,-71.081749,0.4280229055209885,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,830.0,870.0
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34495654198742,-71.07485746185634,Private room,148,2,293,2018-11-16,3.22,5,89,Back Bay Station,142,Back Bay Station,orange,,42.347332,-71.076043,0.28153532804817244,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,1010.0,1053.0
23370,[1250-1NE]Elegant 1BR in Back Bay,25188,Seamless,,Back Bay,42.34609116036233,-71.078577968358,Entire home/apt,289,4,5,2013-04-25,0.05,62,361,Back Bay Station,142,Back Bay Station,orange,,42.347332,-71.076043,0.2498763590228835,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,1010.0,1053.0
23668,[1247-1N]Furnished 1BR At The Vesta,25188,Seamless,,West End,42.36386502353799,-71.06895043843967,Entire home/apt,249,4,0,,,62,364,Charles/MGH Station,107,Charles/MGH Station,red,,42.361212,-71.070674,0.3272310104533494,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,1070.0,630.0
24240,The Golden Slipper,97821,Gretchen,,North End,42.36366047776044,-71.05023194381583,Entire home/apt,275,2,82,2018-10-25,0.82,1,238,Aquarium,158,Aquarium,blue,,42.359803,-71.051815,0.4482190308885343,Aquarium,Aquarium,Aquarium,Aquarium,Aquarium,Aquarium,1376.0,638.0
25142,[1246]Beautiful 2BRs - Fenway Area,25188,Seamless,,Fenway,42.3448650479359,-71.10259974303018,Entire home/apt,399,3,9,2015-10-28,0.09,62,89,Fenway Station,204,Fenway Station,green,,42.345463,-71.104259,0.15171076471381895,Fenway Station,Fenway Station,Fenway Station,Fenway Station,Fenway Station,Fenway Station,625.0,856.0
25418,[1535-1C] Luxury 1BR - West End High Rise,25188,Seamless,,West End,42.364944979709705,-71.06766819894484,Entire home/apt,279,4,4,2015-11-20,0.04,62,89,Science Park Station,163,Science Park Station,green,,42.366684,-71.06778,0.19358825043842545,Science Park Station,Science Park Station,Science Park Station,Science Park Station,Science Park Station,Science Park Station,1260.0,445.0
27141,[1293] Lovely 1 BR in South End,25188,Seamless,,South End,42.342585901583185,-71.07969075832185,Entire home/apt,279,2,4,2013-06-02,0.04,62,364,Prudential Station,217,Prudential Station,green,,42.345685,-71.081749,0.3838831417669577,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,830.0,870.0
27546,L'Auberge Espagnole  /room H,119019,Hermina,,Dorchester,42.29834949192866,-71.05910373438712,Private room,55,1,234,2018-09-01,2.22,10,365,Fields Corner,120,Fields Corner,red,,42.300139,-71.061705,0.2921722752267093,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,1315.0,1500.0
27611,One Bedroom Studio Garden Apartment,119381,Gordon And Alexandra,,Jamaica Plain,42.31556511657293,-71.11482700886869,Entire home/apt,175,3,15,2018-09-04,0.26,1,359,Green Street Station,148,Green Street Station,orange,,42.31035900000001,-71.107801,0.8178517294293673,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,647.0,1415.0
28150,[1277/1] 1BR on Beacon St- Back Bay,25188,Seamless,,Back Bay,42.35397478093875,-71.07261173686383,Entire home/apt,184,2,21,2016-06-24,0.24,62,353,Arlington Station,169,Arlington Station,green,,42.351983,-71.070923,0.2613594788709667,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,975.0,812.0
29155,[1426-2]NEW 3 BR-Bi-Level  Back Bay,25188,Seamless,,Back Bay,42.354327797179906,-71.073521139528,Entire home/apt,451,3,33,2017-05-29,0.41,62,85,Arlington Station,169,Arlington Station,green,,42.351983,-71.070923,0.33698915155532144,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,975.0,812.0
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,,Charlestown,42.37833821738547,-71.06662682158364,Entire home/apt,221,2,93,2018-10-21,0.88,3,240,Community College Station,135,Community College Station,orange,,42.373588,-71.069777,0.5881804399926385,Community College Station,Community College Station,Community College Station,Community College Station,Community College Station,Community College Station,1295.0,342.0
30311,[1543-1D]1BR with Den in Prime Beacon Hill Locale,25188,Seamless,,Beacon Hill,42.36115825039168,-71.06518711164692,Entire home/apt,161,30,0,,,62,364,Bowdoin Station,161,Bowdoin Station,blue,,42.36142,-71.062115,0.2540868008501411,Bowdoin Station,Bowdoin Station,Bowdoin Station,Bowdoin Station,Bowdoin Station,Bowdoin Station,1168.0,595.0
31796,Big room with two bed/Room A,119019,Hermina,,Dorchester,42.299773412938755,-71.06047580828391,Private room,43,1,412,2018-12-30,3.94,10,350,Fields Corner,120,Fields Corner,red,,42.300139,-71.061705,0.10896000049649028,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,1315.0,1500.0
36885,A Cozy Corner of Boston,159160,Deborah,,Fenway,42.346334759764105,-71.08832312205183,Entire home/apt,165,4,150,2018-10-17,1.45,1,0,Massachusetts Avenue Station,143,Massachusetts Avenue Station,orange,,42.34790200000001,-71.087973,0.17662859526312608,Massachusetts Avenue Station,Massachusetts Avenue Station,Massachusetts Avenue Station,Massachusetts Avenue Station,Massachusetts Avenue Station,Massachusetts Avenue Station,955.0,1105.0
38578,[1218-1C]1BR - The Towers at Longfellow Place,25188,Seamless,,West End,42.36408963095722,-71.06565400720206,Entire home/apt,249,30,2,2016-06-19,0.05,62,364,Science Park Station,163,Science Park Station,green,,42.366684,-71.06778,0.3372381874406512,Science Park Station,Science Park Station,Science Park Station,Science Park Station,Science Park Station,Science Park Station,1260.0,445.0
38579,[1218-2NH]2BR Apartment in Boston,25188,Seamless,,Downtown,42.364174844900226,-71.06320412284416,Entire home/apt,349,30,6,2017-05-28,0.07,62,89,North Station,136,North Station,orange,green,42.365598,-71.061666,0.20251325754504607,North Station,North Station,North Station,North Station,North Station,North Station,1295.0,483.0
39116,Private Room/Perfect Location!,167745,Angela,,Fenway,42.34238757407687,-71.09725113569735,Private room,99,2,71,2018-11-11,0.69,1,0,Museum of Fine Arts Station,220,Museum of Fine Arts Station,green,,42.337771,-71.095568,0.5316531294304566,Museum of Fine Arts Station,Museum of Fine Arts Station,Museum of Fine Arts Station,Museum of Fine Arts Station,Museum of Fine Arts Station,Museum of Fine Arts Station,777.0,1030.0
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.31509938985096,-71.11107897137123,Private room,95,6,72,2018-12-09,0.7,1,279,Stony Brook Station,147,Stony Brook Station,orange,,42.317213,-71.104754,0.5706928662574694,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,715.0,1346.5
44205,Elegance at Salem Street Court,128280,Elizabeth,,Charlestown,42.37655111058528,-71.06676905680453,Entire home/apt,184,2,81,2018-10-12,0.8,3,260,Community College Station,135,Community College Station,orange,,42.373588,-71.069777,0.4118389736339021,Community College Station,Community College Station,Community College Station,Community College Station,Community College Station,Community College Station,1295.0,342.0
45987,Gorgeous Garden Studio Charlestown,205107,Atef,,Charlestown,42.3740433333595,-71.0611766737255,Entire home/apt,100,3,110,2018-11-17,1.07,1,364,Community College Station,135,Community College Station,orange,,42.373588,-71.069777,0.7083007111784223,Community College Station,Community College Station,Community College Station,Community College Station,Community College Station,Community College Station,1295.0,342.0
47521,Beautiful Victorian House /C,119019,Hermina,,Dorchester,42.297719717380254,-71.0592404613887,Private room,50,1,326,2019-01-01,3.2,10,355,Fields Corner,120,Fields Corner,red,,42.300139,-71.061705,0.3368274136214752,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,1315.0,1500.0
47722,[1356-1] Lovely 1BR Suites-1/2 Block to Pru Center,25188,Seamless,,Back Bay,42.345991317260754,-71.0798590124427,Private room,479,2,0,,,62,364,Prudential Station,217,Prudential Station,green,,42.345685,-71.081749,0.15901619901319142,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,830.0,870.0
47725,[1356-S] Half-Block to Pru Center,25188,Seamless,,Back Bay,42.34594763852984,-71.08194281965525,Entire home/apt,279,2,0,,,62,89,Prudential Station,217,Prudential Station,green,,42.345685,-71.081749,0.033265577665735506,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,830.0,870.0
50032,Amazing Design & Detail Throughout!,228845,Jeremy,,Jamaica Plain,42.31591115539129,-71.11275691200883,Entire home/apt,700,3,19,2018-12-26,0.22,1,318,Stony Brook Station,147,Stony Brook Station,orange,,42.317213,-71.104754,0.6737470012845301,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,715.0,1346.5
54215,[1246-2C]Lux 2BR - Fenway Area,25188,Seamless,,Fenway,42.343452988176544,-71.10166759098243,Entire home/apt,289,3,5,2015-06-26,0.06,62,84,Fenway Station,204,Fenway Station,green,,42.345463,-71.104259,0.3087265967293028,Fenway Station,Fenway Station,Fenway Station,Fenway Station,Fenway Station,Fenway Station,625.0,856.0
54487,[1246-1C]Beautiful 1BRs - Fenway Area,25188,Seamless,,Fenway,42.34347120103421,-71.10038331384595,Entire home/apt,219,4,1,2010-10-16,0.01,62,89,Fenway Station,204,Fenway Station,green,,42.345463,-71.104259,0.387955972982528,Fenway Station,Fenway Station,Fenway Station,Fenway Station,Fenway Station,Fenway Station,625.0,856.0
54944,Renovated Beacon Hill Studio [1414],25188,Seamless,,Beacon Hill,42.35682271391546,-71.07024444961496,Entire home/apt,185,3,7,2015-11-08,0.11,62,172,Charles/MGH Station,107,Charles/MGH Station,red,,42.361212,-71.070674,0.489340841705045,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,1070.0,630.0
56927,[1250-1C/1] Lux 1 BR in Back Bay Near Pru Center,25188,Seamless,,Back Bay,42.34648977513371,-71.07975896686729,Entire home/apt,289,4,5,2012-11-30,0.05,62,364,Prudential Station,217,Prudential Station,green,,42.345685,-71.081749,0.1864282471685572,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,Prudential Station,830.0,870.0
56937,[1250-C]Beautiful 2BRs in Back Bay,25188,Seamless,,Back Bay,42.34654267232068,-71.07853071772206,Entire home/apt,399,3,10,2015-10-02,0.12,62,89,Back Bay Station,142,Back Bay Station,orange,,42.347332,-71.076043,0.22248894733889726,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,1010.0,1053.0
57156,3 Room Cottage in Boston,271947,Bill,,Dorchester,42.310042043120994,-71.04941830401073,Entire home/apt,105,5,42,2018-09-03,0.44,1,233,Savin Hill Station,119,Savin Hill Station,red,,42.311343,-71.05329300000002,0.34991561675444943,Savin Hill Station,Savin Hill Station,Savin Hill Station,Savin Hill Station,Savin Hill Station,Savin Hill Station,1317.0,1455.0
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.325841851882,-71.0892685010551,Private room,75,2,131,2018-12-01,1.34,5,223,Roxbury Crossing Station,145,Roxbury Crossing Station,orange,,42.331428,-71.095613,0.8110784672312852,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,850.0,1210.0
60356,Bookcase 1bd facing Boston Common,26988,Anne,,Downtown,42.357117482621454,-71.0617996576146,Entire home/apt,175,30,18,2018-11-05,0.28,10,215,Park Street Station,108,Park Street Station,red,green,42.356487,-71.062563,0.09406967131283148,Park Street Station,Park Street Station,Park Street Station,Park Street Station,Park Street Station,Park Street Station,1165.0,720.0
66288,Architects Live-in Studio in Boston,324630,Sean,,Mission Hill,42.33215157576381,-71.10674178342134,Entire home/apt,79,1,622,2018-12-31,6.38,2,32,Fenwood Road Station,223,Fenwood Road Station,green,,42.333726,-71.105739,0.1935028244545299,Fenwood Road Station,Fenwood Road Station,Fenwood Road Station,Fenwood Road Station,Fenwood Road Station,Fenwood Road Station,694.0,1115.0
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Beacon Hill,42.35866925366806,-71.06331526509506,Entire home/apt,110,30,43,2018-12-10,0.57,10,183,Park Street Station,108,Park Street Station,red,green,42.356487,-71.062563,0.25040456760860763,Park Street Station,Park Street Station,Park Street Station,Park Street Station,Park Street Station,Park Street Station,1165.0,720.0
67946,[1330-1C] Lux High Rise in Fenway,25188,Seamless,,Fenway,42.34500940952589,-71.09872441400223,Private room,249,4,1,2011-09-30,0.01,62,89,Fenway Station,204,Fenway Station,green,,42.345463,-71.104259,0.4576428783853695,Fenway Station,Fenway Station,Fenway Station,Fenway Station,Fenway Station,Fenway Station,625.0,856.0
68902,"[1279/1] 2 BR 1.5BA, Bi-Level Suite",25188,Seamless,,Back Bay,42.35454321454043,-71.07345475876545,Entire home/apt,359,2,9,2017-12-15,0.12,62,359,Arlington Station,169,Arlington Station,green,,42.351983,-71.070923,0.3525996910836885,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,975.0,812.0
69369,Room in Boston off the beaten path,255183,Michelle,,Roxbury,42.326142212195286,-71.0884044797577,Private room,85,1,105,2018-11-11,1.13,5,332,Roxbury Crossing Station,145,Roxbury Crossing Station,orange,,42.331428,-71.095613,0.8346289031877154,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,850.0,1210.0
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37853324504035,-71.06176887037249,Private room,140,2,37,2018-10-22,0.41,1,361,Community College Station,135,Community College Station,orange,,42.373588,-71.069777,0.8573795246698919,Community College Station,Community College Station,Community College Station,Community College Station,Community College Station,Community College Station,1295.0,342.0
77691,Beautiful Victorian House /Room B,119019,Hermina,,Dorchester,42.29770901,-71.05979096181578,Private room,65,1,276,2018-10-02,2.88,10,365,Fields Corner,120,Fields Corner,red,,42.300139,-71.061705,0.3127143641227746,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,1315.0,1500.0
91588,Sunny Private Bedroom. 7 minute walk to Redline T.,494453,Dave,,Dorchester,42.31357973181839,-71.04696815124996,Private room,68,1,142,2019-01-07,1.52,2,83,Savin Hill Station,119,Savin Hill Station,red,,42.311343,-71.05329300000002,0.5764843471968213,Savin Hill Station,Savin Hill Station,Savin Hill Station,Savin Hill Station,Savin Hill Station,Savin Hill Station,1317.0,1455.0
95453,Royal Street Studio: Allston,508268,Richard,,Allston,42.359372076847656,-71.13155989406006,Entire home/apt,175,5,32,2018-11-03,0.34,1,363,Packards Corner Station,180,Packards Corner Station,green,,42.35197700000001,-71.125038,0.9815118557015468,Packards Corner Station,Packards Corner Station,Packards Corner Station,Packards Corner Station,Packards Corner Station,Packards Corner Station,440.0,572.0
118905,Lotus (Luxury apartment),434539,Brahma,,East Boston,42.379326764153255,-71.03376093729794,Entire home/apt,325,7,23,2018-03-29,0.25,2,363,Airport Station,156,Airport Station,blue,,42.37404,-71.030401,0.6494262003615371,Airport Station,Airport Station,Airport Station,Airport Station,Airport Station,Airport Station,1547.0,469.0
143842,Beautiful Apt in Heart of Boston,697401,Nick,,Brighton,42.34466193734135,-71.15876763776456,Private room,180,1,20,2012-07-28,0.22,3,0,South Street Station,189,South Street Station,green,,42.339575,-71.158426,0.5663381016597152,South Street Station,South Street Station,South Street Station,South Street Station,South Street Station,South Street Station,134.0,786.0
160572,Single Family Home,766862,Nicole,,South Boston,42.33324331178137,-71.04199974359747,Entire home/apt,495,3,8,2018-09-07,0.1,1,28,Andrew Station,112,Andrew Station,red,,42.330159,-71.057456,1.3160066560546608,,Andrew Station,Andrew Station,Andrew Station,Andrew Station,Andrew Station,1398.0,1130.0
163941,$99* SPECIAL* 2 bed ApT! Location!,8229,Terry,,Roxbury,42.32964653698351,-71.09502741816267,Entire home/apt,225,3,205,2018-12-23,2.27,6,180,Roxbury Crossing Station,145,Roxbury Crossing Station,orange,,42.331428,-71.095613,0.20385449260320787,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,850.0,1210.0
169430,Stylish + Comfortable Urban Victorian,807320,Kate,,Roxbury,42.321581648142576,-71.09047217750756,Entire home/apt,200,2,132,2018-10-28,1.46,1,6,Jackson Square Station,146,Jackson Square Station,orange,,42.323115,-71.099733,0.7802269813775892,Jackson Square Station,Jackson Square Station,Jackson Square Station,Jackson Square Station,Jackson Square Station,Jackson Square Station,783.0,1279.0
169938,Gorgeous Boston Loft Style Condo!,809859,Lisa,,Jamaica Plain,42.313791962580474,-71.1033874115732,Entire home/apt,174,3,0,,,1,175,Stony Brook Station,147,Stony Brook Station,orange,,42.317213,-71.104754,0.3966504453634115,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,715.0,1346.5
170715,Classic Back Bay Marlborough |1BR 1BA #3,814298,Brent,,Back Bay,42.351782873671326,-71.08456949050125,Entire home/apt,200,2,50,2018-11-08,0.57,89,0,Hynes Convention Center,171,Hynes Convention Center,green,,42.347939,-71.087939,0.5092746877145597,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,797.0,812.0
177129,Comfort in Historic Melville Park 1,847253,Susan,,Dorchester,42.29342799337781,-71.06773095505629,Private room,59,2,172,2018-11-17,1.91,2,358,Shawmut Station,121,Shawmut Station,red,,42.293251,-71.06573900000002,0.16501999651931445,Shawmut Station,Shawmut Station,Shawmut Station,Shawmut Station,Shawmut Station,Shawmut Station,1315.0,1537.0
179244,Room in Beautiful Townhouse /G,119019,Hermina,,Dorchester,42.29780454877129,-71.05892760838887,Private room,75,1,92,2018-08-18,1.03,10,348,Fields Corner,120,Fields Corner,red,,42.300139,-71.061705,0.34577372232713033,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,1315.0,1500.0
179245,Room in Beautiful Townhouse /F,119019,Hermina,,Dorchester,42.29915433110693,-71.05878564109081,Private room,65,1,43,2018-08-29,0.48,10,348,Fields Corner,120,Fields Corner,red,,42.300139,-71.061705,0.26388549861323,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,1315.0,1500.0
182049,Herbivorian House SkyRama ,434539,Brahma,,East Boston,42.37979971680247,-71.03325135790091,Entire home/apt,300,5,37,2017-10-31,0.41,2,312,Airport Station,156,Airport Station,blue,,42.37404,-71.030401,0.6819072799445942,Airport Station,Airport Station,Airport Station,Airport Station,Airport Station,Airport Station,1547.0,469.0
