id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,closest_station,stop_id,station,line__001,line__002,ll__001,ll__002,closest_station_distance,closest_station_1km,closest_station_2km,closest_station_3km,closest_station_4km,closest_station_5km,closest_station_10km,x,y
14424180,"Downtown Crossing ARTlab, 2 Bedroom 1 Bath",20857768,Adam,,Downtown,42.35625501217886,-71.06148527337115,Private room,289,4,17,2019-01-01,0.61,16,85,Park Street Station,108,Park Street Station,red,green,42.356487,-71.062563,0.09223690963777573,Park Street Station,Park Street Station,Park Street Station,Park Street Station,Park Street Station,Park Street Station,1165.0,720.0
14426124,Beautiful private room near BCEC/Seaport/Downtown,41662052,Phil,,South Boston,42.33160048623615,-71.0363541380956,Private room,115,1,95,2018-11-18,3.21,1,161,Andrew Station,112,Andrew Station,red,,42.330159,-71.057456,1.7420235663792698,,Andrew Station,Andrew Station,Andrew Station,Andrew Station,Andrew Station,1398.0,1130.0
14426987,Urban oasis: 2 pvt rooms+guest bath,31367270,Brad,,Roxbury,42.32672768551645,-71.09283127944177,Private room,145,2,69,2018-11-16,2.33,1,0,Roxbury Crossing Station,145,Roxbury Crossing Station,orange,,42.331428,-71.095613,0.5704867043096893,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,850.0,1210.0
14428517,Private third floor walk-up: Room 2,3875741,Mekkin,,Roxbury,42.32535454842778,-71.08133426855406,Private room,75,2,1,2016-10-21,0.04,6,179,Roxbury Crossing Station,145,Roxbury Crossing Station,orange,,42.331428,-71.095613,1.3542100368988157,,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,850.0,1210.0
14428745,Private third floor walk-up: Apartment,3875741,Mekkin,,Roxbury,42.32392154881352,-71.07958213027628,Entire home/apt,120,3,46,2018-11-05,1.6,6,161,Roxbury Crossing Station,145,Roxbury Crossing Station,orange,,42.331428,-71.095613,1.5599423917827488,,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,Roxbury Crossing Station,850.0,1210.0
14441447,Downtown/upscale room for females,25911903,Esha,,Back Bay,42.343086928298774,-71.08157830823453,Private room,55,5,1,2017-06-06,0.05,2,89,Symphony Station,218,Symphony Station,green,,42.342688,-71.085054,0.2890809909383665,Symphony Station,Symphony Station,Symphony Station,Symphony Station,Symphony Station,Symphony Station,828.0,972.0
14442491,Back Bay apt by convention ctr & Prudential Mall,25424192,Yonatan,,Back Bay,42.34963192836867,-71.08311894250734,Entire home/apt,300,2,16,2018-11-18,0.57,3,69,Hynes Convention Center,171,Hynes Convention Center,green,,42.347939,-71.087939,0.4385649093705408,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,797.0,812.0
14452500,1 Bedroom in prime North End,3387042,Nirmal,,North End,42.366905473670734,-71.05365030528543,Entire home/apt,110,2,18,2017-07-04,0.62,1,0,Haymarket Station,137,Haymarket Station,orange,green,42.362998,-71.058362,0.5819217514245834,Haymarket Station,Haymarket Station,Haymarket Station,Haymarket Station,Haymarket Station,Haymarket Station,1295.0,588.0
14460344,"Friendly Double Bed near Harvard, BU & BC",89089164,Ellen,,Brighton,42.34595464922923,-71.15275051264068,Private room,80,1,8,2017-03-12,0.27,1,0,Chiswick Road Station,187,Chiswick Road Station,green,,42.340797,-71.151474,0.5830213481135295,Chiswick Road Station,Chiswick Road Station,Chiswick Road Station,Chiswick Road Station,Chiswick Road Station,Chiswick Road Station,195.5,725.0
14461998,COZY South end studio (In Boston),88372372,Lauren,,South End,42.335003376033924,-71.07509361451442,Entire home/apt,165,2,17,2017-10-29,0.58,1,0,Symphony Station,218,Symphony Station,green,,42.342688,-71.085054,1.1833738259477566,,Symphony Station,Symphony Station,Symphony Station,Symphony Station,Symphony Station,828.0,972.0
14469677,Large Bedroom- sleeps up to four!,79575198,Jeff,,Jamaica Plain,42.310893576384466,-71.12243916028487,Private room,72,2,73,2019-01-06,2.49,4,55,Green Street Station,148,Green Street Station,orange,,42.31035900000001,-71.107801,1.205153156982582,,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,647.0,1415.0
14470701,Renovated near Redline/Commuter Rail 4 Harvard MIT,18517776,Huggy,,Dorchester,42.305898942320646,-71.0712942138437,Private room,36,30,3,2017-09-06,0.1,30,365,Fields Corner,120,Fields Corner,red,,42.300139,-71.061705,1.0159310001184731,,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,1315.0,1500.0
14472483,Bright 2BR in Financial District by Sonder,12243051,Sonder,,Downtown,42.35735303219322,-71.0532572377487,Entire home/apt,212,2,63,2018-12-20,2.19,309,103,Aquarium,158,Aquarium,blue,,42.359803,-71.051815,0.2970824615494379,Aquarium,Aquarium,Aquarium,Aquarium,Aquarium,Aquarium,1376.0,638.0
14472812,Vintage 2BR in Lower Roxbury by Sonder,12243051,Sonder,,Roxbury,42.33640117045447,-71.08683070266682,Entire home/apt,178,2,30,2019-01-03,1.04,309,130,Northeastern University Station,219,Northeastern University Station,green,,42.340452,-71.088766,0.4776937604150023,Northeastern University Station,Northeastern University Station,Northeastern University Station,Northeastern University Station,Northeastern University Station,Northeastern University Station,805.0,1005.0
14473036,Smart 2BR in Brighton by Sonder,12243051,Sonder,,Brighton,42.339090365245816,-71.15346249840326,Entire home/apt,131,2,20,2018-12-12,0.9,309,117,Chestnut Hill Avenue Station,188,Chestnut Hill Avenue Station,green,,42.338243,-71.15387700000002,0.10019286224592583,Chestnut Hill Avenue Station,Chestnut Hill Avenue Station,Chestnut Hill Avenue Station,Chestnut Hill Avenue Station,Chestnut Hill Avenue Station,Chestnut Hill Avenue Station,165.0,754.0
14473053,Lovely 2BR in Lower Roxbury by Sonder,12243051,Sonder,,Roxbury,42.33640629517336,-71.08653976317264,Entire home/apt,187,2,19,2018-12-09,0.66,309,133,Northeastern University Station,219,Northeastern University Station,green,,42.340452,-71.088766,0.4856519071141388,Northeastern University Station,Northeastern University Station,Northeastern University Station,Northeastern University Station,Northeastern University Station,Northeastern University Station,805.0,1005.0
14473323,Airy 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.364314992851476,-71.12985757765765,Entire home/apt,162,2,43,2018-11-29,1.52,309,86,Harvard Square Station,104,Harvard Square Station,red,,42.373562,-71.118911,1.3660049076735523,,Harvard Square Station,Harvard Square Station,Harvard Square Station,Harvard Square Station,Harvard Square Station,862.0,420.0
14473564,Central 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.362750082466015,-71.1297622550589,Entire home/apt,147,2,25,2018-12-29,1.26,309,122,Packards Corner Station,180,Packards Corner Station,green,,42.35197700000001,-71.125038,1.2592379053978089,,Packards Corner Station,Packards Corner Station,Packards Corner Station,Packards Corner Station,Packards Corner Station,440.0,572.0
14473911,Stunning 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36440045797446,-71.13076271051933,Entire home/apt,134,2,21,2018-11-17,0.8,309,103,Harvard Square Station,104,Harvard Square Station,red,,42.373562,-71.118911,1.409179599624914,,Harvard Square Station,Harvard Square Station,Harvard Square Station,Harvard Square Station,Harvard Square Station,862.0,420.0
14474750,Third Floor Suite- 2 bedrooms with private bath.,79575198,Jeff,,Jamaica Plain,42.31179031925349,-71.12132702991566,Entire home/apt,139,2,70,2018-11-30,2.55,4,162,Green Street Station,148,Green Street Station,orange,,42.31035900000001,-71.107801,1.1235581980465077,,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,647.0,1415.0
14485918,Huge bed  and high ceiling room plus two closets.,67103816,Firlian,,Roxbury,42.31700147477723,-71.09362894937037,Private room,35,30,8,2018-12-20,0.34,7,142,Jackson Square Station,146,Jackson Square Station,orange,,42.323115,-71.099733,0.8449726694611626,Jackson Square Station,Jackson Square Station,Jackson Square Station,Jackson Square Station,Jackson Square Station,Jackson Square Station,783.0,1279.0
14487262,Bright 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.36358002054283,-71.1315050543147,Entire home/apt,138,2,17,2018-09-08,0.68,309,125,Packards Corner Station,180,Packards Corner Station,green,,42.35197700000001,-71.125038,1.3953409364901208,,Packards Corner Station,Packards Corner Station,Packards Corner Station,Packards Corner Station,Packards Corner Station,440.0,572.0
14501824,"Park adjacent, Private Apartment in Jamaica Plain",449295,Dorothy & Seth,,Jamaica Plain,42.30947824832073,-71.09930721341063,Entire home/apt,65,2,62,2019-01-10,2.19,3,44,Green Street Station,148,Green Street Station,orange,,42.31035900000001,-71.107801,0.7052790955058305,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,647.0,1415.0
14506396,Chinatown Bedroom,89613233,Krista,,Chinatown,42.34864828206799,-71.06012875567642,Private room,95,1,2,2016-08-27,0.07,2,0,Tufts Medical Center Station,141,Tufts Medical Center Station,orange,,42.349615,-71.063941,0.3312150507747918,Tufts Medical Center Station,Tufts Medical Center Station,Tufts Medical Center Station,Tufts Medical Center Station,Tufts Medical Center Station,Tufts Medical Center Station,1065.0,995.0
14518405,Pondside 3 Bedroom Condo,89696338,Anton,,Jamaica Plain,42.313516501079576,-71.118955135668,Entire home/apt,181,2,8,2018-09-03,0.27,1,0,Green Street Station,148,Green Street Station,orange,,42.31035900000001,-71.107801,0.9820822982880608,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,647.0,1415.0
14522631,*Luxury2beds*/free parking Boston,70833557,Ken,,South End,42.33914265660413,-71.07978997672878,Entire home/apt,59,1,256,2018-12-31,8.8,3,229,Symphony Station,218,Symphony Station,green,,42.342688,-71.085054,0.5853184811878083,Symphony Station,Symphony Station,Symphony Station,Symphony Station,Symphony Station,Symphony Station,828.0,972.0
14531631,JP THIS WINTER- Dont Wait - Book Today!,72882793,Drew & Liesl,,Jamaica Plain,42.30775511809189,-71.10477523442927,Entire home/apt,150,3,5,2018-06-23,0.22,6,57,Green Street Station,148,Green Street Station,orange,,42.31035900000001,-71.107801,0.3817595873272885,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,647.0,1415.0
14538087,Charming north end 2brm w/ private deck,2006852,Jay,,North End,42.366101969767044,-71.05192080847964,Entire home/apt,196,1,145,2018-12-30,5.1,9,186,Haymarket Station,137,Haymarket Station,orange,green,42.362998,-71.058362,0.6318063124690494,Haymarket Station,Haymarket Station,Haymarket Station,Haymarket Station,Haymarket Station,Haymarket Station,1295.0,588.0
14539326,Andrew Sq Room Close to T&Shops 2,18479599,Agnieszka,,Dorchester,42.324570129401,-71.05838331223003,Private room,110,2,3,2017-08-03,0.11,8,138,Andrew Station,112,Andrew Station,red,,42.330159,-71.057456,0.6261121742012333,Andrew Station,Andrew Station,Andrew Station,Andrew Station,Andrew Station,Andrew Station,1398.0,1130.0
14549157,Sunny & comfortable 1-bedroom just steps to the T,12843970,Simona,,Jamaica Plain,42.30034331611471,-71.11276470992914,Entire home/apt,95,1,7,2018-04-25,0.24,1,0,Forest Hills Station,149,Forest Hills Station,orange,,42.300647,-71.11586899999998,0.2575283179794223,Forest Hills Station,Forest Hills Station,Forest Hills Station,Forest Hills Station,Forest Hills Station,Forest Hills Station,579.0,1483.0
14552102,Beautiful Back Bay,84942880,Kristin,,Back Bay,42.3492699829589,-71.09050312470507,Entire home/apt,285,23,7,2017-09-10,0.25,1,0,Hynes Convention Center,171,Hynes Convention Center,green,,42.347939,-71.087939,0.2574996538658182,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,Hynes Convention Center,797.0,812.0
14566378,Fully-Equipped Private 1 Bedroom 1st Floor Apt,25938192,Elena,,Jamaica Plain,42.31741630012889,-71.1095650447114,Entire home/apt,150,3,13,2018-11-26,1.41,2,358,Stony Brook Station,147,Stony Brook Station,orange,,42.317213,-71.104754,0.39621241778723376,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,715.0,1346.5
14566386,Fully-Equipped Private 1 Bedroom 2nd Floor Apt,25938192,Elena,,Jamaica Plain,42.3181689417716,-71.11000364747112,Entire home/apt,160,3,83,2019-01-01,2.98,2,312,Stony Brook Station,147,Stony Brook Station,orange,,42.317213,-71.104754,0.4445226087218069,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,715.0,1346.5
14572499,Stylish One Bedroom in Boston Brownstone,89316741,Logan,,Back Bay,42.3533515123077,-71.07813880629458,Entire home/apt,140,2,29,2018-09-05,0.99,1,0,Copley Station,170,Copley Station,green,,42.349937,-71.077489,0.3834130760148266,Copley Station,Copley Station,Copley Station,Copley Station,Copley Station,Copley Station,887.0,812.0
14573919,Family Friendly Home Away From Home,28975718,Thomas,,Jamaica Plain,42.3035452888029,-71.10589216211305,Entire home/apt,223,2,43,2018-12-23,1.51,2,339,Green Street Station,148,Green Street Station,orange,,42.31035900000001,-71.107801,0.7737401398071374,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,647.0,1415.0
14573951,Welcoming 2 Bedroom Apt - Close proximity to MBTA,90309322,Kevin,,Jamaica Plain,42.300014104379954,-71.11240560427348,Entire home/apt,122,2,59,2019-01-07,2.15,1,180,Forest Hills Station,149,Forest Hills Station,orange,,42.300647,-71.11586899999998,0.29340426180848744,Forest Hills Station,Forest Hills Station,Forest Hills Station,Forest Hills Station,Forest Hills Station,Forest Hills Station,579.0,1483.0
14575184,Spacious studio in Beacon Hill!,90319641,Kurt,,Beacon Hill,42.359469145422615,-71.06362147193072,Entire home/apt,200,2,60,2018-07-13,2.07,1,0,Bowdoin Station,161,Bowdoin Station,blue,,42.36142,-71.062115,0.2497549764620216,Bowdoin Station,Bowdoin Station,Bowdoin Station,Bowdoin Station,Bowdoin Station,Bowdoin Station,1168.0,595.0
14585335,SPACIOUS TOWNHOUSE,90419082,Camille,,Mattapan,42.27518673985901,-71.06870167741819,Entire home/apt,165,2,32,2018-10-26,1.17,1,0,Milton Station,125,Milton Station,red,,42.270359,-71.06766999999998,0.5434900130241825,Milton Station,Milton Station,Milton Station,Milton Station,Milton Station,Milton Station,1250.0,1685.0
14586440,Beacon Hill Next To Statehouse In Downtown Boston,1118374,Matthew,,Downtown,42.35323097736698,-71.0638221323763,Entire home/apt,179,1,239,2019-01-13,8.29,39,272,Boylston Street Station,168,Boylston Street Station,green,,42.352998,-71.064571,0.06676793499122388,Boylston Street Station,Boylston Street Station,Boylston Street Station,Boylston Street Station,Boylston Street Station,Boylston Street Station,1083.0,801.0
14588643,South Boston Condo,33240850,Riley,,South Boston,42.33224265558128,-71.04032080525431,Entire home/apt,222,2,3,2016-10-09,0.1,1,0,Andrew Station,112,Andrew Station,red,,42.330159,-71.057456,1.4274833906506492,,Andrew Station,Andrew Station,Andrew Station,Andrew Station,Andrew Station,1398.0,1130.0
14589695,Little Italy North End Retreat M116,32532791,Marie,,North End,42.367242560060156,-71.05833408669888,Entire home/apt,395,3,6,2018-11-11,0.29,30,146,North Station,136,North Station,orange,green,42.365598,-71.061666,0.3292001886754396,North Station,North Station,North Station,North Station,North Station,North Station,1295.0,483.0
14591406,"Good location, light and quiet in the city center",19987991,Kenia,,South Boston,42.33644061602067,-71.05330121775305,Entire home/apt,118,1,0,,,1,355,Broadway Station,111,Broadway Station,red,,42.342785,-71.056898,0.7649003299484483,Broadway Station,Broadway Station,Broadway Station,Broadway Station,Broadway Station,Broadway Station,1398.0,1055.0
14593751,Home Away From Home,89209244,Valerie And Joel,,Hyde Park,42.25560610352787,-71.12127529128287,Private room,55,2,14,2018-11-15,0.53,1,88,Mattapan Station,129,Mattapan Station,red,,42.267818,-71.09213199999998,2.7560323838744183,,,Mattapan Station,Mattapan Station,Mattapan Station,Mattapan Station,1062.0,1685.0
14600925,Costless & Comfy Room by the Red Line w/ Airbed!,16186589,Marie,,Dorchester,42.30399226116812,-71.07041841768483,Private room,32,30,7,2018-10-26,0.26,25,364,Fields Corner,120,Fields Corner,red,,42.300139,-71.061705,0.8349194770886249,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,1315.0,1500.0
14603013,Back Bay Pied a Terre. Fabulous location!,16708213,Leigh Ann,,Back Bay,42.35385964677783,-71.07529441161311,Entire home/apt,250,2,102,2019-01-12,3.54,1,162,Arlington Station,169,Arlington Station,green,,42.351983,-71.070923,0.4154290321708148,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,975.0,812.0
14605670,"Harvard, Boston University, MIT easy get",50646598,House On Blaine,,Allston,42.35461841081434,-71.13740872647107,Private room,40,1,1,2017-07-04,0.05,7,365,Allston Street Station,183,Allston Street Station,green,,42.348695,-71.138041,0.6606993810697251,Allston Street Station,Allston Street Station,Allston Street Station,Allston Street Station,Allston Street Station,Allston Street Station,318.0,602.0
14632821,"Private bedroom close to JFK, UMass, & Savin Hill.",52562048,Zipporah,,Dorchester,42.31799209234161,-71.05715974386972,Private room,54,2,66,2018-12-22,2.26,1,83,JFK/UMass Station,113,JFK/UMass Station,red,,42.320895,-71.052177,0.5215575581175035,JFK/UMass Station,JFK/UMass Station,JFK/UMass Station,JFK/UMass Station,JFK/UMass Station,JFK/UMass Station,1398.0,1225.0
14646704,2 BDRM next to Boston College + TRAIN,90839028,Jane,,Brighton,42.34034064407585,-71.1522165208981,Entire home/apt,63,2,90,2018-12-08,3.17,1,40,Chiswick Road Station,187,Chiswick Road Station,green,,42.340797,-71.151474,0.07936886157836509,Chiswick Road Station,Chiswick Road Station,Chiswick Road Station,Chiswick Road Station,Chiswick Road Station,Chiswick Road Station,195.5,725.0
14650655,"Modern Studio by HBS, Newly Built",2356643,Voyage,,Allston,42.36274373479513,-71.1290713870758,Entire home/apt,175,2,57,2018-11-10,2.01,13,0,Packards Corner Station,180,Packards Corner Station,green,,42.35197700000001,-71.125038,1.2422317531797529,,Packards Corner Station,Packards Corner Station,Packards Corner Station,Packards Corner Station,Packards Corner Station,440.0,572.0
14651378,Cozy Studio In Allston/Brookline,59206758,George,,Allston,42.3500945508879,-71.13258852888467,Entire home/apt,83,5,22,2018-12-27,0.76,1,0,Harvard Avenue Station,181,Harvard Avenue Station,green,,42.35028,-71.131454,0.09548612846038784,Harvard Avenue Station,Harvard Avenue Station,Harvard Avenue Station,Harvard Avenue Station,Harvard Avenue Station,Harvard Avenue Station,395.0,555.0
14668276,3rd Floor Master Suite in desirable Jamaica Plain,80053882,Sherri,,Jamaica Plain,42.322172495670735,-71.11465111722364,Private room,100,2,23,2018-04-18,0.83,2,177,Heath Street Station,227,Heath Street Station,green,,42.328666,-71.110524,0.7977885383269786,Heath Street Station,Heath Street Station,Heath Street Station,Heath Street Station,Heath Street Station,Heath Street Station,586.0,1222.0
14670143,Dominic's Distinctive Studios 2-Room Suite M314 #7,32532791,Marie,,Back Bay,42.34731098021755,-71.07505285083262,Entire home/apt,199,3,10,2018-10-28,0.36,30,89,Back Bay Station,142,Back Bay Station,orange,,42.347332,-71.076043,0.08140534347444836,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,1010.0,1053.0
14670311,Private room with shared bath in Boston brownstone,91169115,Ellen,,Mission Hill,42.33435512841624,-71.10298914383577,Private room,55,12,11,2018-09-19,0.39,2,43,Brigham Cricle Station,222,Brigham Cricle Station,green,,42.334282,-71.10458,0.1310184158625878,Brigham Cricle Station,Brigham Cricle Station,Brigham Cricle Station,Brigham Cricle Station,Brigham Cricle Station,Brigham Cricle Station,723.0,1085.0
14677678,Charming 3 BR Home in Quiet Boston Neighborhood,65498878,Donna,,West Roxbury,42.29561418875152,-71.14608079770588,Entire home/apt,250,3,12,2018-12-30,0.42,1,35,Forest Hills Station,149,Forest Hills Station,orange,,42.300647,-71.11586899999998,2.547028961424913,,,Forest Hills Station,Forest Hills Station,Forest Hills Station,Forest Hills Station,579.0,1483.0
14679817,Boston Financial District - Location and charm,25757249,Jason,,Downtown,42.350784941466905,-71.05601805181777,Private room,139,1,104,2018-08-16,3.57,1,0,South Station,110,South Station,red,,42.352396,-71.05530999999998,0.18835378442946932,South Station,South Station,South Station,South Station,South Station,South Station,1318.0,878.0
14680277,"South End Gem 1BR sleeps 3, Location!",72882793,Drew & Liesl,,South End,42.34549157039425,-71.074562288104,Entire home/apt,189,2,151,2019-01-10,5.32,6,190,Back Bay Station,142,Back Bay Station,orange,,42.347332,-71.076043,0.2380930713493453,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,1010.0,1053.0
14682588,Be in the Heart of Boston,71393113,Eric,,Fenway,42.34671824075804,-71.08785507554508,Entire home/apt,225,5,36,2018-11-18,1.23,2,8,Massachusetts Avenue Station,143,Massachusetts Avenue Station,orange,,42.34790200000001,-71.087973,0.13198430801336136,Massachusetts Avenue Station,Massachusetts Avenue Station,Massachusetts Avenue Station,Massachusetts Avenue Station,Massachusetts Avenue Station,Massachusetts Avenue Station,955.0,1105.0
14682931,"Charming room, in hip JP near The T  #2",30490577,Lori,,Jamaica Plain,42.31795476761437,-71.1002042572507,Private room,55,1,157,2019-01-10,5.45,3,154,Stony Brook Station,147,Stony Brook Station,orange,,42.317213,-71.104754,0.3830661507358106,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,Stony Brook Station,715.0,1346.5
14683493,1 BR Garden Apt (Basement) in quiet Neighborhood,47251069,David,,Jamaica Plain,42.312220034691656,-71.1171256858825,Private room,149,2,57,2018-10-21,1.95,3,278,Green Street Station,148,Green Street Station,orange,,42.31035900000001,-71.107801,0.7941888943841329,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,Green Street Station,647.0,1415.0
14685769,Pretty room in Boston Brownstone with shared bath,91169115,Ellen,,Mission Hill,42.333230180175455,-71.1018110081669,Private room,55,12,12,2018-04-09,0.44,2,138,Brigham Cricle Station,222,Brigham Cricle Station,green,,42.334282,-71.10458,0.25589971139335504,Brigham Cricle Station,Brigham Cricle Station,Brigham Cricle Station,Brigham Cricle Station,Brigham Cricle Station,Brigham Cricle Station,723.0,1085.0
14686119,Stay with Fun Family ( twin size bed),67637928,Yuki,,Mattapan,42.27398657794684,-71.07228756504061,Private room,28,14,8,2018-11-22,0.31,2,286,Central Avenue Station,126,Central Avenue Station,red,,42.270073,-71.073378,0.4443227939073955,Central Avenue Station,Central Avenue Station,Central Avenue Station,Central Avenue Station,Central Avenue Station,Central Avenue Station,1203.0,1685.0
14704252,Modern 3.5 BR Single Family Home,24358957,Bill,,South Boston,42.33368658508711,-71.05272159746062,Entire home/apt,800,2,12,2018-09-30,0.53,1,351,Andrew Station,112,Andrew Station,red,,42.330159,-71.057456,0.5525549317297038,Andrew Station,Andrew Station,Andrew Station,Andrew Station,Andrew Station,Andrew Station,1398.0,1130.0
14711125,"Luxury 1 BR, Close to Convention Ctr & Airport",8898897,Taylor,,South Boston Waterfront,42.34463372577217,-71.04381815265671,Entire home/apt,229,2,4,2016-11-13,0.14,1,0,Broadway Station,111,Broadway Station,red,,42.342785,-71.056898,1.0944607964904485,,Broadway Station,Broadway Station,Broadway Station,Broadway Station,Broadway Station,1398.0,1055.0
14719754,Cozy floor room,74813314,Alice,,Hyde Park,42.269536574145214,-71.11881602230821,Private room,50,3,46,2018-09-04,1.58,3,365,Mattapan Station,129,Mattapan Station,red,,42.267818,-71.09213199999998,2.2039716103963403,,,Mattapan Station,Mattapan Station,Mattapan Station,Mattapan Station,1062.0,1685.0
14722711,Charming One Bedroom near Symphony,4259723,Josh,,Back Bay,42.343270949461406,-71.08371100915447,Entire home/apt,175,4,1,2016-09-19,0.04,1,0,Symphony Station,218,Symphony Station,green,,42.342688,-71.085054,0.12800285036242198,Symphony Station,Symphony Station,Symphony Station,Symphony Station,Symphony Station,Symphony Station,828.0,972.0
14731382,Winter Discount! Private Townhouse Awaits!,72882793,Drew & Liesl,,Bay Village,42.35046583775115,-71.06709322548006,Entire home/apt,299,2,151,2018-12-23,5.27,6,177,Tufts Medical Center Station,141,Tufts Medical Center Station,orange,,42.349615,-71.063941,0.2757791482883238,Tufts Medical Center Station,Tufts Medical Center Station,Tufts Medical Center Station,Tufts Medical Center Station,Tufts Medical Center Station,Tufts Medical Center Station,1065.0,995.0
14744481,Bright Studio in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35391620288323,-71.05908380284652,Entire home/apt,127,2,25,2018-12-02,0.88,309,107,Downtown Crossing Station,109,Downtown Crossing Station,red,orange,42.355631,-71.06045999999998,0.2216882927275267,Downtown Crossing Station,Downtown Crossing Station,Downtown Crossing Station,Downtown Crossing Station,Downtown Crossing Station,Downtown Crossing Station,1250.0,810.0
14744525,Chic 2BR in Financial District by Sonder,12243051,Sonder,,Downtown,42.35809764308189,-71.05490794454491,Entire home/apt,217,2,42,2018-12-09,1.47,309,115,State Station,138,State Station,orange,blue,42.358939,-71.057804,0.25568961007865376,State Station,State Station,State Station,State Station,State Station,State Station,1295.0,710.0
14747309,Spacious One Bed Private Room,85129447,Antoine,,Roxbury,42.32184188543108,-71.09244281729406,Private room,72,1,152,2019-01-01,5.49,1,360,Jackson Square Station,146,Jackson Square Station,orange,,42.323115,-71.099733,0.6158454464442562,Jackson Square Station,Jackson Square Station,Jackson Square Station,Jackson Square Station,Jackson Square Station,Jackson Square Station,783.0,1279.0
14747561,Very Affordable & Cozy Room with Airbed!,16186589,Marie,,Dorchester,42.304228795975966,-71.0725579404784,Private room,35,30,5,2018-03-11,0.18,25,364,Fields Corner,120,Fields Corner,red,,42.300139,-71.061705,1.0017265492786578,,Fields Corner,Fields Corner,Fields Corner,Fields Corner,Fields Corner,1315.0,1500.0
14759485,WINTER SAVINGS! Private 2 Bedroom Townhouse Awaits,72882793,Drew & Liesl,,Bay Village,42.34850865691721,-71.06929010159307,Entire home/apt,156,2,134,2019-01-01,4.6,6,160,Arlington Station,169,Arlington Station,green,,42.351983,-71.070923,0.40897025608949394,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,Arlington Station,975.0,812.0
14760955,Beacon Hill | 1 Bedroom In Downtown Boston,1118374,Matthew,,Beacon Hill,42.35714039429777,-71.0685890591196,Entire home/apt,143,1,208,2019-01-03,7.23,39,303,Charles/MGH Station,107,Charles/MGH Station,red,,42.361212,-71.070674,0.4840688937825247,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,Charles/MGH Station,1070.0,630.0
14770892,"Victorian Charm, Modern Living: South End/Back Bay",34055750,Philip And Ann,,South End,42.34337256743142,-71.0695136811169,Entire home/apt,395,2,91,2018-12-29,3.15,1,211,Back Bay Station,142,Back Bay Station,orange,,42.347332,-71.076043,0.6941050948945487,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,Back Bay Station,1010.0,1053.0
14778561,"COZY spacious, clean room.  You will Restmore",44581223,Andre,,Hyde Park,42.25261003313096,-71.1161565870788,Private room,75,2,27,2018-10-27,0.93,3,363,Mattapan Station,129,Mattapan Station,red,,42.267818,-71.09213199999998,2.6016532977905515,,,Mattapan Station,Mattapan Station,Mattapan Station,Mattapan Station,1062.0,1685.0
